state,division,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes,capacity_tonnes,active_traders,source
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Tomato,Hybrid,2026-06-26,1711.07,2112.63,1907.53,179.7,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Soybean,Yellow,2026-06-26,4040.47,4965.85,4350.51,163.9,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Cotton,Medium Staple,2026-06-26,6006.27,7114.28,6572.53,113.0,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Tur,White/Deshi,2026-06-26,8338.82,9473.59,8891.16,83.6,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Wheat,Lokwan,2026-06-26,2280.69,2849.46,2569.0,282.6,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Maize,Yellow,2026-06-26,1959.73,2319.19,2110.44,119.4,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Chana,Deshi Gram,2026-06-26,5022.41,6360.85,5612.3,183.3,4800,78,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Latur,Udgir APMC,Banana,Grand Naine,2026-06-26,1431.78,1789.21,1598.99,222.0,4800,78,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Onion,Red/Nashik,2026-06-26,2403.32,2764.25,2567.3,156.7,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Tomato,Hybrid,2026-06-26,2004.38,2585.63,2262.81,257.0,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Soybean,Yellow,2026-06-26,4748.01,5488.59,5161.95,194.8,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Cotton,Medium Staple,2026-06-26,7109.56,8983.99,7893.2,101.6,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Tur,White/Deshi,2026-06-26,10149.99,12293.17,10800.93,131.1,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Wheat,Lokwan,2026-06-26,2799.22,3386.74,3057.82,264.4,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Maize,Yellow,2026-06-26,2284.37,2671.99,2501.46,91.6,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Chana,Deshi Gram,2026-06-26,6184.23,7572.03,6731.12,197.3,18000,380,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Mumbai (Vashi),Navi Mumbai Vashi APMC (Terminal Market),Banana,Grand Naine,2026-06-26,1783.01,2219.22,1938.5,215.1,18000,380,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Onion,Red/Nashik,2026-06-26,2243.61,2625.1,2397.66,272.4,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Tomato,Hybrid,2026-06-26,1888.5,2324.54,2138.79,177.0,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Soybean,Yellow,2026-06-26,4297.19,5303.27,4857.16,194.5,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Cotton,Medium Staple,2026-06-26,6526.74,8103.6,7369.77,183.6,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Tur,White/Deshi,2026-06-26,9111.45,11383.51,10185.21,193.1,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Wheat,Lokwan,2026-06-26,2665.05,3129.89,2879.55,132.7,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Maize,Yellow,2026-06-26,2137.11,2508.93,2324.57,215.7,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Chana,Deshi Gram,2026-06-26,5870.15,6954.64,6402.88,196.6,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Kalamna Market Yard (Orange & Grain),Banana,Grand Naine,2026-06-26,1629.64,2018.56,1817.58,171.9,11500,220,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Onion,Red/Nashik,2026-06-26,2092.96,2442.16,2258.96,244.8,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Tomato,Hybrid,2026-06-26,1767.81,2027.85,1904.17,243.0,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Soybean,Yellow,2026-06-26,4320.13,4932.65,4596.0,159.0,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Cotton,Medium Staple,2026-06-26,6436.55,8073.93,7095.72,222.2,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Tur,White/Deshi,2026-06-26,8598.99,10855.23,9447.0,233.6,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Wheat,Lokwan,2026-06-26,2584.84,3017.25,2764.0,182.0,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Maize,Yellow,2026-06-26,2071.75,2426.79,2249.84,138.2,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Chana,Deshi Gram,2026-06-26,5567.22,6671.29,6035.3,126.3,4800,80,Agmarknet & MSAMB
Maharashtra,Nagpur Division (Eastern Vidarbha),Nagpur,Katol APMC (Orange Hub),Banana,Grand Naine,2026-06-26,1562.14,1945.0,1720.78,242.3,4800,80,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Onion,Red/Nashik,2026-06-26,1919.61,2337.43,2154.16,125.1,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Tomato,Hybrid,2026-06-26,1702.76,2055.9,1842.77,81.0,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Soybean,Yellow,2026-06-26,3930.42,4756.26,4431.92,142.4,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Cotton,Medium Staple,2026-06-26,6159.15,7633.86,6703.67,193.4,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Tur,White/Deshi,2026-06-26,8521.78,10181.26,9138.37,135.7,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Wheat,Lokwan,2026-06-26,2454.17,2875.24,2632.41,128.3,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Maize,Yellow,2026-06-26,1945.03,2451.67,2165.72,260.2,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Chana,Deshi Gram,2026-06-26,5056.24,6489.68,5702.94,224.1,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Loha APMC,Banana,Grand Naine,2026-06-26,1492.31,1840.27,1603.49,153.0,2800,44,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Onion,Red/Nashik,2026-06-26,1987.06,2465.41,2202.14,104.2,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Tomato,Hybrid,2026-06-26,1831.98,2151.53,1992.39,219.4,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Soybean,Yellow,2026-06-26,4095.8,4889.33,4503.35,234.4,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Cotton,Medium Staple,2026-06-26,6193.26,7807.81,6946.08,233.3,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Tur,White/Deshi,2026-06-26,8375.9,10025.58,9298.13,126.8,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Wheat,Lokwan,2026-06-26,2428.74,2808.08,2648.41,198.3,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Maize,Yellow,2026-06-26,1952.82,2358.07,2173.26,177.1,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Chana,Deshi Gram,2026-06-26,5257.58,6491.27,5873.19,279.6,5400,90,Agmarknet & MSAMB
Maharashtra,Chhatrapati Sambhajinagar Division (Marathwada),Nanded,Nanded Mandi,Banana,Grand Naine,2026-06-26,1483.75,1893.78,1671.72,181.0,5400,90,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Onion,Red/Nashik,2026-06-26,1787.94,2216.18,2028.65,167.8,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-06-26,1632.55,2067.36,1851.24,148.2,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-06-26,3986.42,4826.01,4290.2,166.8,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Cotton,Medium Staple,2026-06-26,6043.42,7314.92,6507.62,169.7,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Tur,White/Deshi,2026-06-26,8233.49,9982.73,8817.72,151.7,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Wheat,Lokwan,2026-06-26,2215.36,2739.19,2479.08,171.5,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Maize,Yellow,2026-06-26,1899.53,2390.21,2088.74,251.0,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Chana,Deshi Gram,2026-06-26,4919.77,6397.62,5570.55,84.9,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Nandurbar APMC,Banana,Grand Naine,2026-06-26,1411.16,1756.27,1574.27,160.9,2500,45,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Onion,Red/Nashik,2026-06-26,1909.9,2194.13,2063.11,246.4,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Tomato,Hybrid,2026-06-26,1531.27,1982.47,1724.68,112.1,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Soybean,Yellow,2026-06-26,3800.92,4527.46,4143.88,232.7,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Cotton,Medium Staple,2026-06-26,5947.23,6857.48,6418.67,241.1,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Tur,White/Deshi,2026-06-26,7778.43,9660.06,8520.06,150.7,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Wheat,Lokwan,2026-06-26,2319.14,2739.48,2468.75,186.2,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Maize,Yellow,2026-06-26,1765.8,2287.6,1995.32,215.8,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Chana,Deshi Gram,2026-06-26,5053.17,5986.45,5453.4,209.4,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Navapur APMC,Banana,Grand Naine,2026-06-26,1470.59,1711.32,1564.58,71.1,1200,22,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Onion,Red/Nashik,2026-06-26,1861.68,2317.64,2071.37,251.6,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Tomato,Hybrid,2026-06-26,1691.68,2068.72,1916.36,136.1,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Soybean,Yellow,2026-06-26,3864.81,4541.26,4224.25,139.0,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Cotton,Medium Staple,2026-06-26,5985.84,6900.35,6406.88,135.6,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Tur,White/Deshi,2026-06-26,8042.78,9541.47,8658.62,194.2,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Wheat,Lokwan,2026-06-26,2358.24,2790.64,2520.23,140.8,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Maize,Yellow,2026-06-26,1916.54,2328.91,2083.25,156.4,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Chana,Deshi Gram,2026-06-26,5079.83,5821.56,5467.23,255.0,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nandurbar,Shahada Mandi,Banana,Grand Naine,2026-06-26,1478.99,1802.08,1586.42,246.0,1800,32,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Onion,Red/Nashik,2026-06-26,1777.42,2279.63,2017.16,197.1,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Tomato,Hybrid,2026-06-26,1528.17,1976.38,1719.31,196.8,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Soybean,Yellow,2026-06-26,3785.99,4439.74,4150.25,272.5,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Cotton,Medium Staple,2026-06-26,5699.7,6816.89,6406.17,116.3,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Tur,White/Deshi,2026-06-26,8187.64,9603.91,8738.22,176.4,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Wheat,Lokwan,2026-06-26,2286.5,2695.99,2457.1,150.4,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Maize,Yellow,2026-06-26,1886.37,2304.46,2040.36,110.3,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Chana,Deshi Gram,2026-06-26,5133.24,6306.15,5517.78,224.0,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Kalwan APMC,Banana,Grand Naine,2026-06-26,1413.1,1703.29,1516.61,202.4,2600,42,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Onion,Red/Nashik,2026-06-26,1961.14,2379.29,2127.45,180.2,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Tomato,Hybrid,2026-06-26,1525.45,1953.31,1699.3,138.0,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Soybean,Yellow,2026-06-26,3837.01,4665.19,4161.41,151.1,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Cotton,Medium Staple,2026-06-26,5684.03,6788.21,6371.15,86.5,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Tur,White/Deshi,2026-06-26,7862.86,9580.39,8608.05,170.5,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Wheat,Lokwan,2026-06-26,2200.51,2842.28,2479.1,114.4,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Maize,Yellow,2026-06-26,1913.52,2319.99,2042.32,185.9,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Chana,Deshi Gram,2026-06-26,4928.22,6042.63,5517.16,108.4,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Lasalgaon (Asia's Largest Onion Hub),Banana,Grand Naine,2026-06-26,1438.67,1747.73,1547.43,207.7,9000,160,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Onion,Red/Nashik,2026-06-26,1890.95,2279.53,2079.54,207.9,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Tomato,Hybrid,2026-06-26,1755.02,2090.22,1881.21,281.3,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Soybean,Yellow,2026-06-26,3726.91,4780.31,4201.63,204.4,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Cotton,Medium Staple,2026-06-26,5869.85,6970.16,6452.56,84.5,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Tur,White/Deshi,2026-06-26,8276.07,9999.55,8815.46,65.5,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Wheat,Lokwan,2026-06-26,2349.12,2826.14,2530.1,67.2,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Maize,Yellow,2026-06-26,1828.21,2362.86,2073.21,195.1,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Chana,Deshi Gram,2026-06-26,5017.63,6244.47,5594.51,165.5,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Malegaon APMC,Banana,Grand Naine,2026-06-26,1400.91,1698.26,1576.92,190.7,4200,68,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Onion,Red/Nashik,2026-06-26,1874.7,2274.45,2041.81,155.7,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Tomato,Hybrid,2026-06-26,1698.1,2016.5,1826.42,253.3,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Soybean,Yellow,2026-06-26,3850.03,4810.89,4306.8,209.9,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Cotton,Medium Staple,2026-06-26,6036.41,7097.86,6495.39,199.1,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Tur,White/Deshi,2026-06-26,7992.9,9884.39,8887.57,175.4,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Wheat,Lokwan,2026-06-26,2241.72,2900.57,2545.33,249.7,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Maize,Yellow,2026-06-26,1829.86,2307.05,2060.45,101.0,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Chana,Deshi Gram,2026-06-26,4991.39,6175.85,5655.86,145.2,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Pimpalgaon Baswant,Banana,Grand Naine,2026-06-26,1482.89,1826.27,1616.59,230.9,7500,135,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Onion,Red/Nashik,2026-06-26,2022.59,2461.69,2174.15,222.7,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Tomato,Hybrid,2026-06-26,1777.29,2178.44,1903.91,218.9,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Soybean,Yellow,2026-06-26,3936.82,4788.97,4312.61,177.3,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Cotton,Medium Staple,2026-06-26,5870.88,7567.56,6636.11,249.4,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Tur,White/Deshi,2026-06-26,8487.0,9604.06,9029.87,108.7,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Wheat,Lokwan,2026-06-26,2332.51,2925.89,2548.98,219.0,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Maize,Yellow,2026-06-26,1854.81,2337.18,2090.44,163.6,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Chana,Deshi Gram,2026-06-26,5222.95,6439.19,5633.65,140.0,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Sinnar Yard,Banana,Grand Naine,2026-06-26,1445.93,1710.31,1553.32,238.2,3100,50,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Onion,Red/Nashik,2026-06-26,1889.36,2332.46,2082.37,136.0,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Tomato,Hybrid,2026-06-26,1631.06,1975.82,1825.65,210.3,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Soybean,Yellow,2026-06-26,3905.92,4606.63,4265.65,242.6,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Cotton,Medium Staple,2026-06-26,5724.06,7317.27,6438.93,105.4,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Tur,White/Deshi,2026-06-26,8092.59,9839.8,8728.88,142.5,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Wheat,Lokwan,2026-06-26,2261.42,2790.43,2489.8,175.9,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Maize,Yellow,2026-06-26,1874.54,2301.83,2040.98,169.7,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Chana,Deshi Gram,2026-06-26,4873.45,6084.05,5454.14,200.3,4000,70,Agmarknet & MSAMB
Maharashtra,Nashik Division (North Maharashtra/Khandesh),Nashik,Yeola Mandi,Banana,Grand Naine,2026-06-26,1531.79,1808.23,1642.26,228.8,4000,70,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Palghar,Palghar Mandi,Onion,Red/Nashik,2026-06-26,2076.87,2679.81,2336.11,122.6,2800,45,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Palghar,Palghar Mandi,Tomato,Hybrid,2026-06-26,1873.83,2321.31,2061.13,291.5,2800,45,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Palghar,Palghar Mandi,Soybean,Yellow,2026-06-26,4210.5,5190.46,4781.01,223.6,2800,45,Agmarknet & MSAMB
Maharashtra,Konkan Division (Mumbai MMR & Coastal),Palghar,Palghar Mandi,Cotton,Medium Staple,2026-06-26,6745.45,7961.23,7346.08,137.4,2800,45,Agmarknet & MSAMB
