state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-03,2083.96,2457.19,2208.86,42.6
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-03,1762.76,2198.82,1948.89,107.5
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-03,4096.89,5022.34,4371.71,69.7
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-03,2383.99,2928.17,2658.22,105.8
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-03,1928.87,2377.37,2096.11,114.6
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-03,1747.71,2073.51,1973.98,46.3
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-03,3794.7,4557.88,4074.67,67.5
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-03,2430.58,2890.17,2585.57,82.8
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-03,1928.27,2299.76,2156.63,105.6
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-03,1843.39,2229.23,2028.48,168.5
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-03,3897.11,4682.1,4223.74,143.9
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-03,2464.43,2975.23,2649.81,58.1
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-03,2296.23,2731.76,2478.22,105.3
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-03,1991.34,2353.33,2204.09,117.8
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-03,4389.43,5178.87,4866.52,39.4
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-03,2868.63,3377.74,3048.79,133.0
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-03,2003.51,2371.87,2195.9,84.7
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-03,1858.89,2352.94,2082.71,112.5
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-03,4235.35,5277.38,4598.59,158.4
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-03,2584.51,3167.12,2885.29,117.0
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-03,2199.43,2634.12,2333.43,199.5
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-03,1884.23,2385.03,2110.8,117.9
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-03,4249.12,5138.55,4559.33,70.2
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-03,2586.09,3206.52,2840.16,141.2
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-04,2029.47,2309.63,2168.68,85.7
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-04,1923.06,2153.41,2024.79,32.7
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-04,3914.07,4567.39,4349.79,91.5
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-04,2540.68,3012.63,2696.91,114.3
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-04,2202.94,2673.97,2406.5,80.6
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-04,1989.65,2397.4,2165.62,76.6
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-04,4401.56,5173.52,4757.72,96.2
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-04,2604.96,3094.36,2941.17,130.8
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-04,2003.9,2421.24,2232.44,185.7
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-04,1820.46,2157.38,1964.15,78.9
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-04,4061.91,4625.2,4378.46,130.7
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-04,2480.42,2935.93,2704.23,125.9
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-04,1875.22,2352.86,2055.39,172.4
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-04,1685.55,2025.74,1829.01,83.2
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-04,3954.48,4648.49,4308.99,116.6
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-04,2530.56,2819.46,2681.41,146.2
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-04,1854.26,2323.3,2066.27,90.3
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-04,1815.03,2211.07,1995.85,89.3
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-04,3866.81,4552.66,4078.22,119.9
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-04,2324.94,2941.85,2572.46,150.5
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-04,2000.82,2438.78,2143.65,103.3
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-04,1860.89,2089.01,1978.3,136.6
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-04,3894.77,4493.06,4182.63,96.7
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-04,2491.91,3046.67,2667.95,112.6
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-04,2237.32,2859.57,2520.23,102.1
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-04,1978.04,2403.96,2175.81,134.9
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-04,4396.46,5434.61,4883.33,75.0
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-04,2777.1,3400.02,3014.63,122.7
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-04,2202.11,2636.93,2366.84,87.7
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-04,1813.18,2173.17,2038.86,177.0
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-04,4292.09,5102.16,4592.99,137.6
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-04,2709.12,3238.82,2876.99,108.4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-04,2141.02,2633.15,2305.23,145.4
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-04,1888.3,2324.56,2141.5,91.6
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-04,4135.19,4926.79,4582.1,112.0
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-04,2719.32,3122.51,2865.2,169.5
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-05,2018.21,2387.32,2190.4,158.3
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-05,1814.59,2117.91,2015.82,207.9
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-05,3908.95,4685.17,4312.89,28.4
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-05,2408.83,2899.47,2685.22,131.6
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-05,2114.77,2537.26,2376.52,67.4
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-05,2009.34,2365.73,2248.24,121.8
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-05,4227.92,5391.09,4714.09,103.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-05,2726.0,3302.55,2933.95,181.1
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-05,1972.06,2454.25,2149.11,62.1
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-05,1836.69,2258.61,2058.59,124.3
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-05,4024.95,4755.03,4403.44,138.5
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-05,2462.34,2941.93,2725.07,82.6
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-05,1944.19,2285.6,2086.88,74.7
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-05,1824.72,2166.8,1986.55,93.5
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-05,3799.02,4758.95,4237.52,151.6
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-05,2348.01,3045.96,2654.46,132.8
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-05,1885.32,2275.21,2048.5,136.5
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-05,1735.23,2162.55,1931.72,170.8
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-05,3734.66,4816.81,4209.39,124.8
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-05,2444.69,2981.41,2606.86,67.5
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-05,2114.95,2555.99,2237.08,102.1
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-05,1910.97,2279.35,2051.6,131.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-05,3929.17,4599.59,4225.64,137.8
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-05,2435.33,2991.67,2634.37,166.7
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-05,2278.46,2722.54,2401.06,115.6
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-05,1935.98,2353.26,2155.18,118.7
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-05,4674.83,5243.62,4934.4,103.7
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-05,2679.24,3154.28,3004.03,118.3
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-05,2166.62,2431.06,2314.27,105.1
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-05,1840.66,2079.72,1976.18,118.9
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-05,4201.73,4935.19,4614.57,108.6
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-05,2618.75,2981.21,2824.28,162.8
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-05,2019.44,2323.63,2139.15,118.1
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-05,1988.95,2342.17,2110.64,157.6
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-05,4210.52,4874.27,4473.86,131.8
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-05,2580.19,2979.97,2835.09,173.0
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-06,1967.82,2352.22,2200.25,114.9
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-06,1891.43,2261.01,2135.49,77.2
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-06,3813.88,4530.25,4290.6,148.3
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-06,2474.55,2949.76,2665.71,112.7
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-06,2136.08,2518.91,2309.08,92.8
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-06,2177.93,2628.12,2350.93,68.2
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-06,4199.97,5397.9,4735.92,130.3
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-06,2687.22,3283.35,2925.85,88.8
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-06,2012.96,2402.44,2195.86,172.6
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-06,1854.59,2347.13,2105.17,106.1
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-06,3975.83,4827.04,4385.61,109.0
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-06,2415.2,2896.24,2724.86,88.2
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-06,1995.84,2393.12,2240.34,47.4
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-06,1938.64,2157.51,2050.84,141.1
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-06,3801.25,4741.09,4220.53,141.6
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-06,2532.36,3036.04,2680.53,105.8
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-06,1945.17,2465.04,2208.12,159.4
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-06,1758.84,2152.69,1886.17,165.9
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-06,3729.29,4450.19,4114.19,98.3
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-06,2314.65,2955.92,2588.46,144.6
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-06,1884.15,2444.97,2126.64,81.3
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-06,1667.05,1984.3,1854.72,130.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-06,3866.84,4438.98,4201.24,154.9
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-06,2488.42,2847.99,2654.0,103.4
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-06,2314.64,2943.34,2616.31,122.1
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-06,2002.42,2416.34,2179.24,82.7
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-06,4601.26,5292.91,4866.04,75.6
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-06,2683.95,3207.8,3048.94,106.2
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-06,2136.25,2454.59,2323.17,101.0
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-06,1898.49,2287.43,2121.27,74.7
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-06,4082.71,5153.04,4576.1,103.1
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-06,2658.65,3102.45,2842.09,105.1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-06,2079.94,2528.77,2358.49,164.5
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-06,1904.05,2133.24,2022.18,155.2
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-06,4157.1,4880.04,4592.63,49.0
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-06,2664.74,3222.48,2840.1,111.3
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-07,2008.43,2319.92,2167.14,160.6
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-07,1885.68,2154.79,1994.55,123.9
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-07,3861.09,4778.35,4379.09,161.4
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-07,2431.24,3099.68,2728.45,70.3
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-07,2125.04,2509.82,2300.6,141.2
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-07,2163.63,2491.04,2321.08,86.8
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-07,4334.48,5258.85,4697.07,169.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-07,2783.08,3183.29,2942.87,145.9
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-07,2029.25,2541.9,2231.17,76.2
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-07,1797.31,2177.15,1938.81,110.1
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-07,3973.81,5082.67,4427.02,111.0
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-07,2455.72,3001.05,2706.26,122.8
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-07,1917.25,2322.42,2134.64,156.7
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-07,1710.07,2020.03,1868.29,132.3
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-07,3849.4,4641.68,4344.74,137.2
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-07,2478.98,3037.41,2653.5,100.7
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-07,1886.95,2270.23,2140.9,80.5
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-07,1736.79,2073.6,1934.21,112.0
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-07,3743.64,4585.03,4186.53,207.4
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-07,2372.8,2957.37,2591.04,124.0
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-07,1954.81,2267.61,2111.73,137.1
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-07,1886.94,2368.96,2104.24,120.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-07,3782.04,4711.86,4264.89,166.2
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-07,2407.82,2871.71,2621.84,98.6
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-07,2277.99,2779.85,2447.98,106.9
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-07,1983.35,2337.4,2182.51,157.9
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-07,4546.19,5241.02,4919.92,143.2
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-07,2706.11,3302.56,3052.06,90.9
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-07,2080.0,2499.44,2361.19,109.2
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-07,2013.23,2486.28,2168.46,145.7
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-07,4170.85,5167.78,4659.49,77.6
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-07,2631.22,3106.16,2882.74,116.4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-07,1961.43,2493.34,2177.88,179.4
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-07,1769.97,2234.16,1980.04,97.9
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-07,4012.68,5028.54,4534.74,109.3
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-07,2534.44,3185.47,2825.58,128.0
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-08,2086.27,2424.11,2198.6,113.6
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-08,1808.24,2196.16,1930.61,81.0
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-08,3828.85,4762.36,4325.33,118.6
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-08,2562.13,3128.02,2726.12,54.9
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-08,2221.07,2689.51,2408.87,154.4
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-08,2013.82,2443.99,2151.13,94.5
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-08,4124.1,5192.33,4675.63,113.8
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-08,2722.1,3171.38,2962.01,104.8
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-08,1998.8,2457.23,2222.9,85.8
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-08,1935.39,2287.43,2045.54,91.1
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-08,4049.99,4668.11,4356.67,148.7
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-08,2460.32,2913.85,2688.38,102.2
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-08,1992.22,2341.12,2227.31,136.5
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-08,1823.78,2170.44,1971.23,47.0
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-08,3885.44,4703.99,4273.04,84.2
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-08,2517.99,2953.92,2674.79,175.7
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-08,1942.25,2268.33,2064.48,134.0
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-08,1763.31,2154.91,1890.77,146.0
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-08,3869.5,4615.62,4225.81,125.1
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-08,2366.65,2956.92,2600.68,121.8
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-08,1955.64,2261.92,2149.61,125.3
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-08,1822.41,2093.24,1924.52,133.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-08,3825.9,4859.61,4234.58,117.4
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-08,2508.99,2868.51,2648.88,118.6
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-08,2292.7,2668.34,2480.36,60.1
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-08,2013.7,2337.27,2203.1,113.6
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-08,4482.77,5522.18,4866.52,148.2
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-08,2695.42,3452.45,3045.37,76.3
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-08,2020.56,2617.0,2292.74,92.8
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-08,2044.16,2449.63,2174.62,104.9
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-08,4277.59,5163.48,4633.24,136.1
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-08,2659.63,3156.16,2852.34,116.7
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-08,2008.47,2311.77,2191.88,75.2
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-08,2037.44,2471.23,2184.62,76.0
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-08,4234.7,5062.96,4501.71,91.4
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-08,2637.11,3075.8,2808.1,165.3
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-07-09,2064.29,2375.1,2216.62,126.5
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-07-09,1885.46,2218.11,2079.16,117.1
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-07-09,4044.75,4742.25,4325.9,167.1
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-07-09,2391.99,2978.16,2691.65,166.3
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-07-09,2278.61,2725.37,2434.52,100.3
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-07-09,2053.19,2580.47,2267.69,157.0
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-07-09,4246.55,5139.34,4751.06,160.5
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-07-09,2639.21,3199.18,2986.81,161.7
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-07-09,2022.31,2409.82,2278.76,95.4
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-07-09,2004.15,2488.8,2196.9,129.3
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-07-09,3920.18,4816.97,4391.94,165.1
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-07-09,2479.19,2965.66,2717.03,149.0
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-07-09,2006.87,2364.26,2162.14,182.0
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-07-09,1782.8,2278.04,2009.06,149.4
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-07-09,4107.53,4619.05,4378.55,103.6
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-07-09,2401.52,2970.22,2688.5,111.3
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-07-09,1884.05,2361.6,2126.96,94.6
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-07-09,1782.62,2015.99,1896.21,131.9
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-07-09,3695.92,4653.84,4156.62,160.5
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-07-09,2337.41,2956.97,2575.03,129.4
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-07-09,1894.73,2284.87,2104.77,70.8
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-07-09,1878.57,2177.92,2025.54,150.5
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-07-09,3747.33,4797.88,4236.42,70.9
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-07-09,2367.49,2850.59,2632.17,133.7
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-07-09,2208.86,2636.28,2401.85,156.9
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-07-09,1974.0,2505.59,2233.65,122.6
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-07-09,4544.89,5421.77,4875.94,158.9
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-07-09,2852.41,3367.91,3058.99,145.5
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-07-09,2094.01,2540.26,2289.17,124.3
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-07-09,1900.41,2387.18,2127.54,163.0
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-07-09,4204.51,5200.47,4608.27,144.8
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-07-09,2743.3,3171.98,2902.53,154.7
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-07-09,2116.73,2476.57,2338.24,65.0
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-07-09,1863.0,2334.81,2050.53,131.6
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-07-09,4041.76,4875.32,4574.1,57.2
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-07-09,2617.89,3135.56,2833.46,105.8
